samengesteld,gegevens,omschrijving,aantal,vereenvoudigd,LandTypeNed,LandTypeWet,opp,SbbType,Bedekking_num
"39A-2+08B3-4","vegetatie","Zachte berk Rietklasse-soorten+Riet, Moeraswalstro en Moerasvaren Typische vorm",2,,"RG Zachte berk-[Elzen-verbond]+Riet-associatie, subassociatie van Moerasvaren","RG Betula pubescens-[Alnion glutinosae]+Typho-Phragmitetum thelypteridetosum",8.5461399999999998e-01,"39A-f+08B3c",
"09A2-6+08B3-8","vegetatie","Riet met veenmossen Typische vorm+Riet, Hennegras en Moerasstruisgras Pijpenstrootje",2,,"Veenmosrietland, typische subassociatie+Riet-associatie, soortenarme subassociatie","Pallavicinio-Sphagnetum typicum+Typho-Phragmitetum inops",1.9058300000000000e-01,"09A2a+08B3d",
"16-5+08-7","vegetatie","Gewoon reukgras, Gewoon struisgras en Rood zwenkgra Typische vorm+Riet en grassen Ruw beemdgras en/of Fioringras",1,,"RG S.weegbr.-Kruip.boterb.-R.zwenk.[Kl.v.grasl.]+RG Riet-[Riet-klasse]","RG Plantago -Ranunculus -Festuca rub.-[Mol-Arr.]+RG Phragmites australis-[Phragmitetea]",1.0546099999999999e-01,"16-g+08-f",
"32-8+09-13","vegetatie","Riet en ruigtkruiden Koninginnekruid+Riet, Hennegras en Moerasstruisgras Hennegras",2,,"RG Koninginnekruid-[Kl. natte strooiselruigten]+RG Hennegras-[Klasse der kleine Zeggen]","RG Eupatorium cannabinum-[Convo.-Filupenduletea]+RG Calamagrostis canescens-[Parvocaricetea]",1.5032800000000002e-01,"32-a+09-g",
"50A-1+36A2-2","vegetatie","Open water Typische vorm+Grauwe wilg Typische vorm",1,,"water+Associatie van Grauwe wilg","nvt+Salicetum cinereae",3.2797599999999999e-01,"50A+36A2",
"50A-1+08C-6","vegetatie","Open water Typische vorm+Pluimzegge Typische vorm",1,,"water+RG Pluimzegge-[Verbond der grote Zeggen]","nvt+RG Carex paniculata-[Magnocaricion]",2.9103899999999999e-01,"50A+08C-c",
"50A-1+32-8","vegetatie","Open water Typische vorm+Riet en ruigtkruiden Koninginnekruid",3,,"water+RG Koninginnekruid-[Kl. natte strooiselruigten]","nvt+RG Eupatorium cannabinum-[Convo.-Filupenduletea]",1.4279730000000002e+00,"50A+32-a",
"32-6+32-8","vegetatie","Riet en Grote brandnetel Typische vorm.+Riet en ruigtkruiden Koninginnekruid",1,,"RG Brandnetel-[Klasse d natte strooiselruigten]+RG Koninginnekruid-[Kl. natte strooiselruigten]","RG Urtica dioica-[Convolvulo-Filipenduletea]+RG Eupatorium cannabinum-[Convo.-Filupenduletea]",3.5293999999999999e-02,"32-f+32-a",
"50A-1+32-4+01A2-1","vegetatie","Open water Typische vorm+Rietgras Typische vorm+kroossoorten Klein, Bult- en/of Veelwortelig kroos",1,,"water+RG Rietgras-[Klasse der natte strooiselruigten]+Associatie van Veelwortelig kroos","nvt+RG Phalaris arundinacea-[Convol.-Filupenduletea]+Lemno-Spirodeletum polyrhizae",4.4127799999999995e-01,"50A+32-e+01A2",
"50A-1+01A2-1+32-4","vegetatie","Open water Typische vorm+kroossoorten Klein, Bult- en/of Veelwortelig kroos+Rietgras Typische vorm",1,,"water+Associatie van Veelwortelig kroos+RG Rietgras-[Klasse der natte strooiselruigten]","nvt+Lemno-Spirodeletum polyrhizae+RG Phalaris arundinacea-[Convol.-Filupenduletea]",7.4080500000000005e-01,"50A+01A2+32-e",
"32-8+50A-1","vegetatie","Riet en ruigtkruiden Koninginnekruid+Open water Typische vorm",1,,"RG Koninginnekruid-[Kl. natte strooiselruigten]+water","RG Eupatorium cannabinum-[Convo.-Filupenduletea]+nvt",4.5464499999999997e-01,"32-a+50A",
"32-4+16-5","vegetatie","Rietgras Typische vorm+Gewoon reukgras, Gewoon struisgras en Rood zwenkgra Typische vorm",2,,"RG Rietgras-[Klasse der natte strooiselruigten]+RG S.weegbr.-Kruip.boterb.-R.zwenk.[Kl.v.grasl.]","RG Phalaris arundinacea-[Convol.-Filupenduletea]+RG Plantago -Ranunculus -Festuca rub.-[Mol-Arr.]",6.0470800000000002e-01,"32-e+16-g",
"11B2-4+09A2-1","vegetatie","Gewone dophei en Riet Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Typische vorm",1,,"Moerasheide+Veenmosrietland, typische subassociatie","Sphagno palustris-Ericetum+Pallavicinio-Sphagnetum typicum",2.1346000000000000e-02,"11B2+09A2a",
"08B3-8+09A2-2","vegetatie","Riet, Hennegras en Moerasstruisgras Pijpenstrootje+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje",3,,"Riet-associatie, soortenarme subassociatie+Veenmosrietland, subassociatie van pijpestrootje","Typho-Phragmitetum inops+Pallavicinio-Sphagnetum molinietosum",2.4350600000000000e-01,"08B3d+09A2b",
"08-2+05B3-1","vegetatie","Riet met Klein kroos en/of Kikkerbeet Typische vorm+Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp",1,,"RG Riet-[Riet-klasse]+Ass. Witte waterlelie en Gele plomp, typ. subass","RG Phragmites australis-[Phragmitetea]+Myriophyllo-Nupharetum typicum",3.9357999999999999e-01,"08-f+05B3a",
"32-6+08B3-7","vegetatie","Riet en Grote brandnetel Typische vorm.+Riet, Hennegras en Moerasstruisgras Typische vorm",1,,"RG Brandnetel-[Klasse d natte strooiselruigten]+Riet-associatie, soortenarme subassociatie","RG Urtica dioica-[Convolvulo-Filipenduletea]+Typho-Phragmitetum inops",3.8209000000000000e-02,"32-f+08B3d",
"09-13+09A2-6+09B-4","vegetatie","Riet, Hennegras en Moerasstruisgras Hennegras+Riet met veenmossen Typische vorm+Riet, Paddenrus en Wateraardbei Typische vorm",1,,"RG Hennegras-[Klasse der kleine Zeggen]+Veenmosrietland, typische subassociatie+RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]","RG Calamagrostis canescens-[Parvocaricetea]+Pallavicinio-Sphagnetum typicum+RG Utricularia minor-[Phragmition/Caricion lasi]",1.9616900000000001e-01,"09-g+09A2a+09B-a",
"09A2-6+09B-4","vegetatie","Riet met veenmossen Typische vorm+Riet, Paddenrus en Wateraardbei Typische vorm",2,,"Veenmosrietland, typische subassociatie+RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]","Pallavicinio-Sphagnetum typicum+RG Utricularia minor-[Phragmition/Caricion lasi]",6.7808400000000002e-01,"09A2a+09B-a",
"09B-4+09-13","vegetatie","Riet, Paddenrus en Wateraardbei Typische vorm+Riet, Hennegras en Moerasstruisgras Hennegras",2,,"RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]+RG Hennegras-[Klasse der kleine Zeggen]","RG Utricularia minor-[Phragmition/Caricion lasi]+RG Calamagrostis canescens-[Parvocaricetea]",1.9197999999999998e-01,"09B-a+09-g",
"09-13+08C-11","vegetatie","Riet, Hennegras en Moerasstruisgras Hennegras+Riet met grote zeggen Pluimzegge",2,,"RG Hennegras-[Klasse der kleine Zeggen]+RG Pluimzegge-[Verbond der grote Zeggen]","RG Calamagrostis canescens-[Parvocaricetea]+RG Carex paniculata-[Magnocaricion]",2.5922000000000001e-01,"09-g+08C-c",
"09A2-5+09A2-6+08C-9","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Paddenrus+Riet met veenmossen Typische vorm+Riet, Paddenrus en Wateraardbei Verarmde vorm",1,,"Veenmosrietland, subassociatie van pijpestrootje+Veenmosrietland, typische subassociatie+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","Pallavicinio-Sphagnetum molinietosum+Pallavicinio-Sphagnetum typicum+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",3.0485000000000001e-01,"09A2b+09A2a+08C-e",
"09A2-6+08B3-3+09-13","vegetatie","Riet met veenmossen Typische vorm+Riet, Moeraswalstro en Moerasvaren Moerasvaren+Riet, Hennegras en Moerasstruisgras Hennegras",1,,"Veenmosrietland, typische subassociatie+Riet-associatie, subassociatie van Moerasvaren+RG Hennegras-[Klasse der kleine Zeggen]","Pallavicinio-Sphagnetum typicum+Typho-Phragmitetum thelypteridetosum+RG Calamagrostis canescens-[Parvocaricetea]",2.8807899999999997e-01,"09A2a+08B3c+09-g",
"09A2-6+09A2-2+09B-4","vegetatie","Riet met veenmossen Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Riet, Paddenrus en Wateraardbei Typische vorm",1,,"Veenmosrietland, typische subassociatie+Veenmosrietland, subassociatie van pijpestrootje+RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]","Pallavicinio-Sphagnetum typicum+Pallavicinio-Sphagnetum molinietosum+RG Utricularia minor-[Phragmition/Caricion lasi]",2.9555900000000002e-01,"09A2a+09A2b+09B-a",
"16B-6+32-4","vegetatie","Gestreepte witbol, Fioringras en natte storingssoorten Dominantievorm van Rietgras+Rietgras Typische vorm",1,,"DG Riet - Rietgras-[Dotterbloem-verbond]+RG Rietgras-[Klasse der natte strooiselruigten]","DG Phragmites - Phalaris arundinacea-[Calthion]+RG Phalaris arundinacea-[Convol.-Filupenduletea]",2.9270999999999998e-02,"16B/a+32-e",
"32-7+32-6+08B3-5","vegetatie","Riet en ruigtkruiden Bitterzoet+Riet en Grote brandnetel Typische vorm.+Riet, Moeraswalstro en Moerasvaren Kale jonker, moerasrolklaver en/of Echte koekoeksbl",1,,"RG Bitterzoet - Riet-[Kl. natte strooiselruigt.]+RG Brandnetel-[Klasse d natte strooiselruigten]+Riet-associatie, subassociatie van Dotterbloem","RG Solanum dulcamara-Phragmites a-[Conv.-Filup.]+RG Urtica dioica-[Convolvulo-Filipenduletea]+Typho-Phragmitetum calthetosum",3.7514900000000001e-01,"32-d+32-f+08B3b",
"16B1-1+16B1-3+16B-4","vegetatie","Waterkruiskruid en Gewone dotterbloem Typische vorm+Waterkruiskruid en Gewone dotterbloem Blauwe zegge+Kale jonker en/of Echte koekoeksbloem Tweerijige zegge",1,,"Ass. Boterbloem en Waterkruiskruid, typ. subass.+Ass. Boterbloem-Waterkruiskr., sub. Blauwe zegge+RG Tweerijige zegge-Padderus-[Dotterbloem-verb.]","Ranunculo-Senecionetum typicum+Ranunculo-Senecionetum caricetosum paniceae+RG Carex disticha-Juncus subnodulosus-[Calthion]",7.2534000000000001e-02,"16B1a+16B1e+16B-e",
"16B-4+09-1","vegetatie","Kale jonker en/of Echte koekoeksbloem Tweerijige zegge+Zwarte zegge en Moerasstruisgras Wateraardbei",3,,"RG Tweerijige zegge-Padderus-[Dotterbloem-verb.]+RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen]","RG Carex disticha-Juncus subnodulosus-[Calthion]+RG Carex rostrata - Potentilla pal.-[Parvocar.]",1.2066000000000000e-01,"16B-e+09-f",
"09-1+09A-1","vegetatie","Zwarte zegge en Moerasstruisgras Wateraardbei+Zwarte zegge en Moerasstruisgras Typische vorm",1,,"RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen]+RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]","RG Carex rostrata - Potentilla pal.-[Parvocar.]+RG Carex nigra - Agrostis canina-[Caricion nig.]",8.0513000000000001e-02,"09-f+09A-a",
"32-7+08B3-4+08C2-4+08C-10","vegetatie","Riet en ruigtkruiden Bitterzoet+Riet, Moeraswalstro en Moerasvaren Typische vorm+Riet met grote zeggen Scherpe zegge+Riet met grote zeggen Oeverzegge",1,,"RG Bitterzoet - Riet-[Kl. natte strooiselruigt.]+Riet-associatie, subassociatie van Moerasvaren+Associatie v Scherpe zegge, soortenarme subass.+RG Oeverzegge-[Verbond der grote Zeggen]","RG Solanum dulcamara-Phragmites a-[Conv.-Filup.]+Typho-Phragmitetum thelypteridetosum+Caricetum gracilis inops+RG Carex riparia-[Magnocaricion]",1.3158900000000001e-01,"32-d+08B3c+08C2c+08C-a",
"32-9+08B3-4","vegetatie","Riet en ruigtkruiden Haagwinde+Riet, Moeraswalstro en Moerasvaren Typische vorm",4,,"RG Haagwinde - Riet-[Kl. natte strooiselruigten]+Riet-associatie, subassociatie van Moerasvaren","RG Calystegia sep. - Phragmites a-[Conv.-Filup.]+Typho-Phragmitetum thelypteridetosum",4.8038700000000001e-01,"32-c+08B3c",
"40A-4+09A2-6","vegetatie","Zachte berk Pijpenstrootje+Riet met veenmossen Typische vorm",2,,"RG Pijpestrootje-[Verbond der berkenbroekbossen]+Veenmosrietland, typische subassociatie","RG Molinia caerulea-[Betulion pubescentis]+Pallavicinio-Sphagnetum typicum",1.4192350000000000e+00,"40A-b+09A2a",
"40A-4+39A-2","vegetatie","Zachte berk Pijpenstrootje+Zachte berk Rietklasse-soorten",1,,"RG Pijpestrootje-[Verbond der berkenbroekbossen]+RG Zachte berk-[Elzen-verbond]","RG Molinia caerulea-[Betulion pubescentis]+RG Betula pubescens-[Alnion glutinosae]",2.8295300000000001e-01,"40A-b+39A-f",
"40A-1+09A2-6","vegetatie","Zachte berk en Veenmossen Pijpenstrootje+Riet met veenmossen Typische vorm",1,,"RG Pijpestrootje-[Verbond der berkenbroekbossen]+Veenmosrietland, typische subassociatie","RG Molinia caerulea-[Betulion pubescentis]+Pallavicinio-Sphagnetum typicum",3.2025999999999999e-01,"40A-b+09A2a",
"08B3-4+09-13","vegetatie","Riet, Moeraswalstro en Moerasvaren Typische vorm+Riet, Hennegras en Moerasstruisgras Hennegras",1,,"Riet-associatie, subassociatie van Moerasvaren+RG Hennegras-[Klasse der kleine Zeggen]","Typho-Phragmitetum thelypteridetosum+RG Calamagrostis canescens-[Parvocaricetea]",8.0789000000000000e-02,"08B3c+09-g",
"01A2-1+08C-6+05B3-1","vegetatie","kroossoorten Klein, Bult- en/of Veelwortelig kroos+Pluimzegge Typische vorm+Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp",1,,"Associatie van Veelwortelig kroos+RG Pluimzegge-[Verbond der grote Zeggen]+Ass. Witte waterlelie en Gele plomp, typ. subass","Lemno-Spirodeletum polyrhizae+RG Carex paniculata-[Magnocaricion]+Myriophyllo-Nupharetum typicum",1.8023060000000002e+00,"01A2+08C-c+05B3a",
"09A2-6+08B3-8+09-13","vegetatie","Riet met veenmossen Typische vorm+Riet, Hennegras en Moerasstruisgras Pijpenstrootje+Riet, Hennegras en Moerasstruisgras Hennegras",1,,"Veenmosrietland, typische subassociatie+Riet-associatie, soortenarme subassociatie+RG Hennegras-[Klasse der kleine Zeggen]","Pallavicinio-Sphagnetum typicum+Typho-Phragmitetum inops+RG Calamagrostis canescens-[Parvocaricetea]",4.1587800000000008e-01,"09A2a+08B3d+09-g",
"09A2-6+08-5+09-13","vegetatie","Riet met veenmossen Typische vorm+rietfacies Typische vorm+Riet, Hennegras en Moerasstruisgras Hennegras",1,,"Veenmosrietland, typische subassociatie+RG Riet-[Riet-klasse]+RG Hennegras-[Klasse der kleine Zeggen]","Pallavicinio-Sphagnetum typicum+RG Phragmites australis-[Phragmitetea]+RG Calamagrostis canescens-[Parvocaricetea]",2.1525600000000000e-01,"09A2a+08-f+09-g",
"08B3-8+09A2-2+09-13","vegetatie","Riet, Hennegras en Moerasstruisgras Pijpenstrootje+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Riet, Hennegras en Moerasstruisgras Hennegras",1,,"Riet-associatie, soortenarme subassociatie+Veenmosrietland, subassociatie van pijpestrootje+RG Hennegras-[Klasse der kleine Zeggen]","Typho-Phragmitetum inops+Pallavicinio-Sphagnetum molinietosum+RG Calamagrostis canescens-[Parvocaricetea]",2.0247200000000001e-01,"08B3d+09A2b+09-g",
"32-9+08B3-8","vegetatie","Riet en ruigtkruiden Haagwinde+Riet, Hennegras en Moerasstruisgras Pijpenstrootje",2,,"RG Haagwinde - Riet-[Kl. natte strooiselruigten]+Riet-associatie, soortenarme subassociatie","RG Calystegia sep. - Phragmites a-[Conv.-Filup.]+Typho-Phragmitetum inops",8.6317800000000000e-01,"32-c+08B3d",
"09A2-8+08B3-8","vegetatie","Riet met veenmossen Pijpenstrootje+Riet, Hennegras en Moerasstruisgras Pijpenstrootje",1,,"Veenmosrietland, subassociatie van pijpestrootje+Riet-associatie, soortenarme subassociatie","Pallavicinio-Sphagnetum molinietosum+Typho-Phragmitetum inops",1.9252500000000000e-01,"09A2b+08B3d",
"08C-10+09A2-2","vegetatie","Riet met grote zeggen Oeverzegge+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje",1,,"RG Oeverzegge-[Verbond der grote Zeggen]+Veenmosrietland, subassociatie van pijpestrootje","RG Carex riparia-[Magnocaricion]+Pallavicinio-Sphagnetum molinietosum",1.9554400000000000e-01,"08C-a+09A2b",
"09A2-2+08B3-8","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Riet, Hennegras en Moerasstruisgras Pijpenstrootje",2,,"Veenmosrietland, subassociatie van pijpestrootje+Riet-associatie, soortenarme subassociatie","Pallavicinio-Sphagnetum molinietosum+Typho-Phragmitetum inops",1.3436450000000000e+00,"09A2b+08B3d",
"39A1-2+08B3-7","vegetatie","Zwarte els, Moerasvaren en/of Grote zeggen Moeraskruiden+Riet, Hennegras en Moerasstruisgras Typische vorm",1,,"Moerasvaren-elzenbroek, typische subassociatie+Riet-associatie, soortenarme subassociatie","Thelypterido-Alnetum typicum+Typho-Phragmitetum inops",4.4911000000000000e-02,"39A1a+08B3d",
"09A2-1+09A2-2+08B3-3","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Riet, Moeraswalstro en Moerasvaren Moerasvaren",1,,"Veenmosrietland, typische subassociatie+Veenmosrietland, subassociatie van pijpestrootje+Riet-associatie, subassociatie van Moerasvaren","Pallavicinio-Sphagnetum typicum+Pallavicinio-Sphagnetum molinietosum+Typho-Phragmitetum thelypteridetosum",1.6526900000000000e-01,"09A2a+09A2b+08B3c",
"05-1+32-4+01-1","vegetatie","Grof hoornblad Typische vorm+Rietgras Typische vorm+Kikkerbeet Typische vorm",1,,"RG Grof hoornblad-[Fonteinkruid-klasse]+RG Rietgras-[Klasse der natte strooiselruigten]+RG Kikkerbeet-[Eendekroos-kl./Fonteinkruid-kl.]","RG Ceratophyllum demersum-[Potametea]+RG Phalaris arundinacea-[Convol.-Filupenduletea]+RG Hydrocharis morsus-ranae-[Lemnetea/Potametea]",8.6971999999999994e-02,"05-d+32-e+01-b",
"09-13+32-4+08-5","vegetatie","Riet, Hennegras en Moerasstruisgras Hennegras+Rietgras Typische vorm+rietfacies Typische vorm",1,,"RG Hennegras-[Klasse der kleine Zeggen]+RG Rietgras-[Klasse der natte strooiselruigten]+RG Riet-[Riet-klasse]","RG Calamagrostis canescens-[Parvocaricetea]+RG Phalaris arundinacea-[Convol.-Filupenduletea]+RG Phragmites australis-[Phragmitetea]",3.9826000000000000e-02,"09-g+32-e+08-f",
"32-9+32-6","vegetatie","Riet en ruigtkruiden Haagwinde+Riet en Grote brandnetel Typische vorm.",1,,"RG Haagwinde - Riet-[Kl. natte strooiselruigten]+RG Brandnetel-[Klasse d natte strooiselruigten]","RG Calystegia sep. - Phragmites a-[Conv.-Filup.]+RG Urtica dioica-[Convolvulo-Filipenduletea]",9.0271900000000005e-01,"32-c+32-f",
"08B3-3+40A-3","vegetatie","Riet, Moeraswalstro en Moerasvaren Moerasvaren+Zachte berk en Veenmossen Wilde gagel",1,,"Riet-associatie, subassociatie van Moerasvaren+RG Wilde gagel-[Verbond der berkenbroekbossen]","Typho-Phragmitetum thelypteridetosum+RG Myrica gale-[Betulion pubescentis]",1.5407000000000001e-01,"08B3c+40A-a",
"39A-2+36A2-2+09-13","vegetatie","Zachte berk Rietklasse-soorten+Grauwe wilg Typische vorm+Riet, Hennegras en Moerasstruisgras Hennegras",1,,"RG Zachte berk-[Elzen-verbond]+Associatie van Grauwe wilg+RG Hennegras-[Klasse der kleine Zeggen]","RG Betula pubescens-[Alnion glutinosae]+Salicetum cinereae+RG Calamagrostis canescens-[Parvocaricetea]",2.0661999999999997e-01,"39A-f+36A2+09-g",
"09A2-6+09A2-8","vegetatie","Riet met veenmossen Typische vorm+Riet met veenmossen Pijpenstrootje",1,,"Veenmosrietland, typische subassociatie+Veenmosrietland, subassociatie van pijpestrootje","Pallavicinio-Sphagnetum typicum+Pallavicinio-Sphagnetum molinietosum",1.0085600000000000e-01,"09A2a+09A2b",
"09A2-1+09A2-2+09-9+08B3-3","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+haarmossen Pijpenstrootje+Riet, Moeraswalstro en Moerasvaren Moerasvaren",1,,"Veenmosrietland, typische subassociatie+Veenmosrietland, subassociatie van pijpestrootje+DG Gewoon haarmos-[Klasse der kleine Zeggen]+Riet-associatie, subassociatie van Moerasvaren","Pallavicinio-Sphagnetum typicum+Pallavicinio-Sphagnetum molinietosum+DG Polytrichum commune-[Parvocaricetea]+Typho-Phragmitetum thelypteridetosum",7.0928400000000003e-01,"09A2a+09A2b+09/c+08B3c",
"09A2-2+08B3-3","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Riet, Moeraswalstro en Moerasvaren Moerasvaren",1,,"Veenmosrietland, subassociatie van pijpestrootje+Riet-associatie, subassociatie van Moerasvaren","Pallavicinio-Sphagnetum molinietosum+Typho-Phragmitetum thelypteridetosum",1.7949100000000001e-01,"09A2b+08B3c",
"05-1+01-1","vegetatie","Grof hoornblad Typische vorm+Kikkerbeet Typische vorm",2,,"RG Grof hoornblad-[Fonteinkruid-klasse]+RG Kikkerbeet-[Eendekroos-kl./Fonteinkruid-kl.]","RG Ceratophyllum demersum-[Potametea]+RG Hydrocharis morsus-ranae-[Lemnetea/Potametea]",4.5042700000000002e-01,"05-d+01-b",
"39A-2+39A-1+36A2-2+08B3-3","vegetatie","Zachte berk Rietklasse-soorten+Zachte berk en Veenmossen Rietklassesoorten+Grauwe wilg Typische vorm+Riet, Moeraswalstro en Moerasvaren Moerasvaren",1,,"RG Zachte berk-[Elzen-verbond]+RG Zachte berk-[Elzen-verbond]+Associatie van Grauwe wilg+Riet-associatie, subassociatie van Moerasvaren","RG Betula pubescens-[Alnion glutinosae]+RG Betula pubescens-[Alnion glutinosae]+Salicetum cinereae+Typho-Phragmitetum thelypteridetosum",3.8230599999999998e-01,"39A-f+39A-f+36A2+08B3c",
"50A-1+05-1","vegetatie","Open water Typische vorm+Grof hoornblad Typische vorm",1,,"water+RG Grof hoornblad-[Fonteinkruid-klasse]","nvt+RG Ceratophyllum demersum-[Potametea]",4.8981799999999992e-01,"50A+05-d",
"01A2-1+05-1+05B3-1","vegetatie","kroossoorten Klein, Bult- en/of Veelwortelig kroos+Grof hoornblad Typische vorm+Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp",1,,"Associatie van Veelwortelig kroos+RG Grof hoornblad-[Fonteinkruid-klasse]+Ass. Witte waterlelie en Gele plomp, typ. subass","Lemno-Spirodeletum polyrhizae+RG Ceratophyllum demersum-[Potametea]+Myriophyllo-Nupharetum typicum",3.3922300000000000e-01,"01A2+05-d+05B3a",
"09A2-6+09A2-2+08B3-3","vegetatie","Riet met veenmossen Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Riet, Moeraswalstro en Moerasvaren Moerasvaren",1,,"Veenmosrietland, typische subassociatie+Veenmosrietland, subassociatie van pijpestrootje+Riet-associatie, subassociatie van Moerasvaren","Pallavicinio-Sphagnetum typicum+Pallavicinio-Sphagnetum molinietosum+Typho-Phragmitetum thelypteridetosum",1.6039900000000001e-01,"09A2a+09A2b+08B3c",
